Industry,Sector,Sub_Sector,Indicator,Governorate,District,Date,Year,Quarter,Value,Unit,Confidence_Score,Source_Verified,YoY_Change,Source_ID
Agriculture,Crops,Rice,Market Price (Ton),Giza,Mohandessin,2025-Q4,2025,Q4,6570.8,EGP,Low,True,24.9,
Agriculture,Livestock,Cattle,Head Count,Giza,Mohandessin,2025-Q4,2025,Q4,2717.36,Units,Low,False,-5.7,
Agriculture,Livestock,Cattle,Milk Production,Giza,Mohandessin,2025-Q4,2025,Q4,2761.01,Units,Medium,False,24.6,SRC-421
Agriculture,Livestock,Cattle,Meat Price,Giza,Mohandessin,2025-Q4,2025,Q4,9603.53,EGP,Medium,True,15.4,
Agriculture,Livestock,Poultry,Meat Price,Giza,Mohandessin,2025-Q4,2025,Q4,2912.09,EGP,High,False,6.5,SRC-946
Manufacturing,Textiles,Raw Materials,Cotton Yarn Price,Giza,Mohandessin,2025-Q4,2025,Q4,5968.27,EGP,Low,True,10.9,
Manufacturing,Textiles,Raw Materials,Synthetic Fiber Price,Giza,Mohandessin,2025-Q4,2025,Q4,3596.23,EGP,Medium,False,-12.8,
Manufacturing,Textiles,Apparel,Export Volume,Giza,Mohandessin,2025-Q4,2025,Q4,38683.74,Units,Medium,True,-12.6,
Manufacturing,Chemicals,Fertilizers,Nitrogen Price,Giza,Mohandessin,2025-Q4,2025,Q4,3305.11,EGP,Medium,False,3.4,
Manufacturing,Chemicals,Fertilizers,Phosphate Price,Giza,Mohandessin,2025-Q4,2025,Q4,3378.19,EGP,High,True,15.3,
Manufacturing,Chemicals,Fertilizers,Production Volume,Giza,Mohandessin,2025-Q4,2025,Q4,3751.6,Units,High,False,5.3,SRC-756
Manufacturing,Chemicals,Plastics,Polyethylene Price,Giza,Mohandessin,2025-Q4,2025,Q4,6716.96,EGP,High,False,-10.9,
Manufacturing,Chemicals,Plastics,Polypropylene Price,Giza,Mohandessin,2025-Q4,2025,Q4,7229.35,EGP,Low,False,-9.4,
Real Estate,Residential,Rental,Avg Rent (Sqm),Giza,Mohandessin,2025-Q4,2025,Q4,4779.75,EGP,Medium,True,14.8,SRC-794
Real Estate,Residential,Rental,Occupancy Rate,Giza,Mohandessin,2025-Q4,2025,Q4,2526.58,Units,Medium,False,-5.7,SRC-540
Real Estate,Residential,Sales,Avg Price (Sqm),Giza,Mohandessin,2025-Q4,2025,Q4,3829.87,EGP,Low,True,1.6,SRC-565
Real Estate,Residential,Sales,Sales Volume,Giza,Mohandessin,2025-Q4,2025,Q4,34320.25,Units,Low,False,9.9,
Real Estate,Commercial,Retail,Avg Rent (Sqm),Giza,Mohandessin,2025-Q4,2025,Q4,558.85,EGP,High,True,-5.1,SRC-797
Real Estate,Commercial,Retail,Foot Traffic Score,Giza,Mohandessin,2025-Q4,2025,Q4,5378.78,Units,Medium,False,11.9,SRC-777
Real Estate,Commercial,Office,Avg Rent (Sqm),Giza,Mohandessin,2025-Q4,2025,Q4,359.88,EGP,High,True,0.9,
Agriculture,Crops,Wheat,Yield per Feddan,Alexandria,Smouha,2023-Q1,2023,Q1,4387.06,Units,Medium,True,15.0,
Agriculture,Crops,Wheat,Market Price (Ton),Alexandria,Smouha,2023-Q1,2023,Q1,8864.2,EGP,Low,False,-2.6,SRC-837
Agriculture,Crops,Wheat,Export Volume,Alexandria,Smouha,2023-Q1,2023,Q1,28496.03,Units,Low,True,19.6,SRC-488
Agriculture,Crops,Cotton,Long Staple Price,Alexandria,Smouha,2023-Q1,2023,Q1,8714.93,EGP,High,True,10.7,
Agriculture,Crops,Cotton,Short Staple Price,Alexandria,Smouha,2023-Q1,2023,Q1,8998.89,EGP,Medium,True,21.7,SRC-935
Agriculture,Crops,Cotton,Export Volume,Alexandria,Smouha,2023-Q1,2023,Q1,25671.56,Units,Medium,False,-10.6,SRC-741
Agriculture,Crops,Rice,Yield per Feddan,Alexandria,Smouha,2023-Q1,2023,Q1,4616.66,Units,Medium,True,24.7,
Agriculture,Crops,Rice,Market Price (Ton),Alexandria,Smouha,2023-Q1,2023,Q1,6262.53,EGP,High,True,15.6,SRC-573
Agriculture,Livestock,Cattle,Head Count,Alexandria,Smouha,2023-Q1,2023,Q1,3764.53,Units,Medium,False,8.0,SRC-971
Agriculture,Livestock,Cattle,Milk Production,Alexandria,Smouha,2023-Q1,2023,Q1,4340.47,Units,High,False,-3.9,SRC-933
Agriculture,Livestock,Cattle,Meat Price,Alexandria,Smouha,2023-Q1,2023,Q1,6257.24,EGP,Medium,False,0.1,
Agriculture,Livestock,Poultry,Egg Production,Alexandria,Smouha,2023-Q1,2023,Q1,3413.81,Units,Medium,False,15.7,SRC-895
Agriculture,Livestock,Poultry,Meat Price,Alexandria,Smouha,2023-Q1,2023,Q1,3909.93,EGP,Medium,True,5.7,SRC-415
Manufacturing,Textiles,Raw Materials,Cotton Yarn Price,Alexandria,Smouha,2023-Q1,2023,Q1,1044.82,EGP,Low,True,8.9,
Manufacturing,Textiles,Raw Materials,Synthetic Fiber Price,Alexandria,Smouha,2023-Q1,2023,Q1,2485.72,EGP,Low,True,10.4,
Manufacturing,Textiles,Apparel,Export Volume,Alexandria,Smouha,2023-Q1,2023,Q1,47675.95,Units,Low,False,6.6,SRC-804
Manufacturing,Textiles,Apparel,Local Sales Volume,Alexandria,Smouha,2023-Q1,2023,Q1,46509.51,Units,High,True,-6.9,
Manufacturing,Chemicals,Fertilizers,Nitrogen Price,Alexandria,Smouha,2023-Q1,2023,Q1,1574.29,EGP,High,True,-10.4,SRC-542
Manufacturing,Chemicals,Fertilizers,Phosphate Price,Alexandria,Smouha,2023-Q1,2023,Q1,9982.16,EGP,Medium,False,3.5,SRC-296
Manufacturing,Chemicals,Fertilizers,Production Volume,Alexandria,Smouha,2023-Q1,2023,Q1,12680.57,Units,Medium,False,-10.1,SRC-723
Manufacturing,Chemicals,Plastics,Polyethylene Price,Alexandria,Smouha,2023-Q1,2023,Q1,8372.48,EGP,High,False,3.9,SRC-269
Real Estate,Residential,Rental,Avg Rent (Sqm),Alexandria,Smouha,2023-Q1,2023,Q1,1536.52,EGP,High,False,16.8,SRC-996
Real Estate,Residential,Sales,Avg Price (Sqm),Alexandria,Smouha,2023-Q1,2023,Q1,4900.47,EGP,Medium,False,6.7,SRC-610
Real Estate,Residential,Sales,Sales Volume,Alexandria,Smouha,2023-Q1,2023,Q1,43365.6,Units,High,True,9.3,SRC-430
Real Estate,Commercial,Retail,Avg Rent (Sqm),Alexandria,Smouha,2023-Q1,2023,Q1,2305.97,EGP,Medium,False,-12.7,SRC-212
Real Estate,Commercial,Retail,Foot Traffic Score,Alexandria,Smouha,2023-Q1,2023,Q1,218.85,Units,Low,True,6.2,SRC-672
Real Estate,Commercial,Office,Avg Rent (Sqm),Alexandria,Smouha,2023-Q1,2023,Q1,1246.17,EGP,Medium,True,15.5,
Real Estate,Commercial,Office,Vacancy Rate,Alexandria,Smouha,2023-Q1,2023,Q1,4507.02,Units,Medium,True,16.2,SRC-379
Agriculture,Crops,Wheat,Yield per Feddan,Alexandria,Smouha,2023-Q2,2023,Q2,2827.91,Units,Medium,True,-6.6,SRC-561
Agriculture,Crops,Wheat,Market Price (Ton),Alexandria,Smouha,2023-Q2,2023,Q2,5695.28,EGP,High,False,-2.2,SRC-483
Agriculture,Crops,Wheat,Export Volume,Alexandria,Smouha,2023-Q2,2023,Q2,20773.79,Units,Low,True,2.2,SRC-690
Agriculture,Crops,Cotton,Long Staple Price,Alexandria,Smouha,2023-Q2,2023,Q2,3844.66,EGP,Medium,False,15.9,SRC-258
Agriculture,Crops,Cotton,Short Staple Price,Alexandria,Smouha,2023-Q2,2023,Q2,752.95,EGP,High,True,-10.6,SRC-445
Agriculture,Crops,Rice,Yield per Feddan,Alexandria,Smouha,2023-Q2,2023,Q2,1129.78,Units,Medium,False,24.2,SRC-737
Agriculture,Crops,Rice,Market Price (Ton),Alexandria,Smouha,2023-Q2,2023,Q2,7615.69,EGP,High,False,9.5,SRC-425
Agriculture,Livestock,Cattle,Head Count,Alexandria,Smouha,2023-Q2,2023,Q2,2680.74,Units,Medium,False,-6.8,SRC-144
Agriculture,Livestock,Cattle,Milk Production,Alexandria,Smouha,2023-Q2,2023,Q2,2131.77,Units,Medium,False,18.7,SRC-981
Agriculture,Livestock,Cattle,Meat Price,Alexandria,Smouha,2023-Q2,2023,Q2,7206.52,EGP,Medium,False,-2.9,SRC-549
Agriculture,Livestock,Poultry,Meat Price,Alexandria,Smouha,2023-Q2,2023,Q2,7066.16,EGP,Medium,False,11.7,SRC-420
Manufacturing,Textiles,Raw Materials,Cotton Yarn Price,Alexandria,Smouha,2023-Q2,2023,Q2,3789.84,EGP,High,False,-10.6,SRC-995
Manufacturing,Textiles,Raw Materials,Synthetic Fiber Price,Alexandria,Smouha,2023-Q2,2023,Q2,311.0,EGP,High,True,-13.0,
Manufacturing,Textiles,Apparel,Export Volume,Alexandria,Smouha,2023-Q2,2023,Q2,28241.36,Units,Low,False,-8.5,SRC-666
Manufacturing,Chemicals,Fertilizers,Nitrogen Price,Alexandria,Smouha,2023-Q2,2023,Q2,1731.38,EGP,Low,False,-4.5,SRC-717
Manufacturing,Chemicals,Fertilizers,Production Volume,Alexandria,Smouha,2023-Q2,2023,Q2,27070.79,Units,Low,False,-3.0,
Manufacturing,Chemicals,Plastics,Polyethylene Price,Alexandria,Smouha,2023-Q2,2023,Q2,5392.24,EGP,High,False,-2.3,SRC-402
Manufacturing,Chemicals,Plastics,Polypropylene Price,Alexandria,Smouha,2023-Q2,2023,Q2,7564.22,EGP,Low,False,-9.8,
Real Estate,Residential,Rental,Avg Rent (Sqm),Alexandria,Smouha,2023-Q2,2023,Q2,2766.63,EGP,Medium,True,6.2,
Real Estate,Residential,Rental,Occupancy Rate,Alexandria,Smouha,2023-Q2,2023,Q2,2840.43,Units,Medium,True,18.2,SRC-271
Real Estate,Residential,Sales,Avg Price (Sqm),Alexandria,Smouha,2023-Q2,2023,Q2,5214.17,EGP,Medium,False,-9.4,
Real Estate,Residential,Sales,Sales Volume,Alexandria,Smouha,2023-Q2,2023,Q2,14880.84,Units,Low,True,17.8,SRC-938
Real Estate,Commercial,Retail,Avg Rent (Sqm),Alexandria,Smouha,2023-Q2,2023,Q2,4417.51,EGP,Medium,False,21.7,SRC-447
Real Estate,Commercial,Retail,Foot Traffic Score,Alexandria,Smouha,2023-Q2,2023,Q2,4721.12,Units,High,True,25.0,
Real Estate,Commercial,Office,Avg Rent (Sqm),Alexandria,Smouha,2023-Q2,2023,Q2,3673.67,EGP,Medium,True,24.0,
Real Estate,Commercial,Office,Vacancy Rate,Alexandria,Smouha,2023-Q2,2023,Q2,2601.73,Units,Medium,True,5.9,SRC-416
Agriculture,Crops,Wheat,Yield per Feddan,Alexandria,Smouha,2023-Q3,2023,Q3,708.13,Units,Low,True,17.5,SRC-799
Agriculture,Crops,Wheat,Market Price (Ton),Alexandria,Smouha,2023-Q3,2023,Q3,3218.26,EGP,Medium,False,-15.0,SRC-226
Agriculture,Crops,Wheat,Export Volume,Alexandria,Smouha,2023-Q3,2023,Q3,7930.88,Units,High,False,7.1,SRC-901
Agriculture,Crops,Cotton,Long Staple Price,Alexandria,Smouha,2023-Q3,2023,Q3,6255.52,EGP,Medium,False,20.1,SRC-369
Agriculture,Crops,Cotton,Short Staple Price,Alexandria,Smouha,2023-Q3,2023,Q3,1389.86,EGP,Low,False,23.6,SRC-757
Agriculture,Crops,Rice,Yield per Feddan,Alexandria,Smouha,2023-Q3,2023,Q3,4402.81,Units,Medium,True,-9.2,SRC-933
Agriculture,Crops,Rice,Market Price (Ton),Alexandria,Smouha,2023-Q3,2023,Q3,5457.45,EGP,High,True,7.9,SRC-208
Agriculture,Livestock,Cattle,Milk Production,Alexandria,Smouha,2023-Q3,2023,Q3,4233.59,Units,Medium,False,-11.3,
Agriculture,Livestock,Cattle,Meat Price,Alexandria,Smouha,2023-Q3,2023,Q3,8232.41,EGP,Medium,False,-5.9,SRC-445
Agriculture,Livestock,Poultry,Egg Production,Alexandria,Smouha,2023-Q3,2023,Q3,2126.51,Units,Low,True,10.7,SRC-696
Agriculture,Livestock,Poultry,Meat Price,Alexandria,Smouha,2023-Q3,2023,Q3,5743.92,EGP,Medium,False,18.6,SRC-642
Manufacturing,Textiles,Raw Materials,Cotton Yarn Price,Alexandria,Smouha,2023-Q3,2023,Q3,1762.44,EGP,Medium,False,12.6,SRC-549
Manufacturing,Textiles,Apparel,Export Volume,Alexandria,Smouha,2023-Q3,2023,Q3,56310.17,Units,Low,False,19.4,SRC-826
Manufacturing,Textiles,Apparel,Local Sales Volume,Alexandria,Smouha,2023-Q3,2023,Q3,32627.65,Units,Medium,True,9.9,SRC-936
Manufacturing,Chemicals,Fertilizers,Phosphate Price,Alexandria,Smouha,2023-Q3,2023,Q3,10093.13,EGP,Low,False,17.2,
Manufacturing,Chemicals,Fertilizers,Production Volume,Alexandria,Smouha,2023-Q3,2023,Q3,34542.1,Units,Low,True,-10.0,SRC-225
Manufacturing,Chemicals,Plastics,Polyethylene Price,Alexandria,Smouha,2023-Q3,2023,Q3,3209.97,EGP,Low,True,4.6,
Manufacturing,Chemicals,Plastics,Polypropylene Price,Alexandria,Smouha,2023-Q3,2023,Q3,3880.36,EGP,Medium,True,-3.0,SRC-315
Real Estate,Residential,Rental,Avg Rent (Sqm),Alexandria,Smouha,2023-Q3,2023,Q3,5520.61,EGP,Low,True,15.4,SRC-347
Real Estate,Residential,Rental,Occupancy Rate,Alexandria,Smouha,2023-Q3,2023,Q3,2247.18,Units,Low,False,-7.6,SRC-365
Real Estate,Residential,Sales,Avg Price (Sqm),Alexandria,Smouha,2023-Q3,2023,Q3,5155.43,EGP,Low,False,-0.9,SRC-949
Real Estate,Residential,Sales,Sales Volume,Alexandria,Smouha,2023-Q3,2023,Q3,2383.88,Units,Medium,False,-6.9,SRC-434
Real Estate,Commercial,Retail,Foot Traffic Score,Alexandria,Smouha,2023-Q3,2023,Q3,669.03,Units,Low,False,22.9,SRC-296
Real Estate,Commercial,Office,Vacancy Rate,Alexandria,Smouha,2023-Q3,2023,Q3,2408.08,Units,Medium,True,-4.7,SRC-589
Agriculture,Crops,Wheat,Yield per Feddan,Alexandria,Smouha,2023-Q4,2023,Q4,537.23,Units,Medium,False,16.9,SRC-307
Agriculture,Crops,Wheat,Market Price (Ton),Alexandria,Smouha,2023-Q4,2023,Q4,10696.92,EGP,Low,False,22.8,
Agriculture,Crops,Wheat,Export Volume,Alexandria,Smouha,2023-Q4,2023,Q4,45068.81,Units,Medium,False,5.3,SRC-370
Agriculture,Crops,Cotton,Long Staple Price,Alexandria,Smouha,2023-Q4,2023,Q4,9141.36,EGP,High,True,10.7,
Agriculture,Crops,Cotton,Short Staple Price,Alexandria,Smouha,2023-Q4,2023,Q4,7892.91,EGP,Medium,True,13.6,
Agriculture,Crops,Cotton,Export Volume,Alexandria,Smouha,2023-Q4,2023,Q4,36283.48,Units,High,True,1.5,
Agriculture,Crops,Rice,Yield per Feddan,Alexandria,Smouha,2023-Q4,2023,Q4,2877.31,Units,High,False,-10.8,
Agriculture,Crops,Rice,Market Price (Ton),Alexandria,Smouha,2023-Q4,2023,Q4,3953.25,EGP,Medium,False,16.0,SRC-223
Agriculture,Livestock,Cattle,Head Count,Alexandria,Smouha,2023-Q4,2023,Q4,4784.89,Units,Medium,False,1.8,SRC-651
Agriculture,Livestock,Cattle,Milk Production,Alexandria,Smouha,2023-Q4,2023,Q4,2177.22,Units,Low,False,-10.7,SRC-889
Agriculture,Livestock,Cattle,Meat Price,Alexandria,Smouha,2023-Q4,2023,Q4,10642.54,EGP,Medium,True,16.5,SRC-677
Agriculture,Livestock,Poultry,Egg Production,Alexandria,Smouha,2023-Q4,2023,Q4,2861.57,Units,Low,False,5.1,SRC-781
Agriculture,Livestock,Poultry,Meat Price,Alexandria,Smouha,2023-Q4,2023,Q4,2369.16,EGP,Low,True,22.1,
Manufacturing,Textiles,Raw Materials,Synthetic Fiber Price,Alexandria,Smouha,2023-Q4,2023,Q4,4558.26,EGP,High,False,17.9,
Manufacturing,Textiles,Apparel,Export Volume,Alexandria,Smouha,2023-Q4,2023,Q4,38071.55,Units,High,False,1.8,SRC-476
Manufacturing,Textiles,Apparel,Local Sales Volume,Alexandria,Smouha,2023-Q4,2023,Q4,49885.91,Units,Medium,False,16.4,SRC-322
Manufacturing,Chemicals,Fertilizers,Nitrogen Price,Alexandria,Smouha,2023-Q4,2023,Q4,5350.48,EGP,Medium,True,2.7,SRC-602
Manufacturing,Chemicals,Fertilizers,Phosphate Price,Alexandria,Smouha,2023-Q4,2023,Q4,894.01,EGP,Medium,True,20.6,SRC-948
Manufacturing,Chemicals,Fertilizers,Production Volume,Alexandria,Smouha,2023-Q4,2023,Q4,26699.52,Units,Low,False,13.7,
Manufacturing,Chemicals,Plastics,Polyethylene Price,Alexandria,Smouha,2023-Q4,2023,Q4,234.63,EGP,Medium,True,14.4,SRC-447
Manufacturing,Chemicals,Plastics,Polypropylene Price,Alexandria,Smouha,2023-Q4,2023,Q4,1770.11,EGP,Low,False,24.2,SRC-783
Real Estate,Residential,Rental,Avg Rent (Sqm),Alexandria,Smouha,2023-Q4,2023,Q4,3012.2,EGP,Low,False,-7.2,
Real Estate,Residential,Sales,Avg Price (Sqm),Alexandria,Smouha,2023-Q4,2023,Q4,1707.61,EGP,Medium,False,-10.4,
Real Estate,Residential,Sales,Sales Volume,Alexandria,Smouha,2023-Q4,2023,Q4,51641.31,Units,High,False,24.4,SRC-904
Real Estate,Commercial,Retail,Avg Rent (Sqm),Alexandria,Smouha,2023-Q4,2023,Q4,453.72,EGP,High,False,-7.8,SRC-866
Real Estate,Commercial,Retail,Foot Traffic Score,Alexandria,Smouha,2023-Q4,2023,Q4,4390.13,Units,Low,True,10.0,
Real Estate,Commercial,Office,Avg Rent (Sqm),Alexandria,Smouha,2023-Q4,2023,Q4,811.42,EGP,Low,False,17.0,
Real Estate,Commercial,Office,Vacancy Rate,Alexandria,Smouha,2023-Q4,2023,Q4,4465.92,Units,High,True,15.2,SRC-150
Agriculture,Crops,Wheat,Yield per Feddan,Alexandria,Smouha,2024-Q1,2024,Q1,5381.8,Units,High,False,18.0,SRC-144
Agriculture,Crops,Wheat,Market Price (Ton),Alexandria,Smouha,2024-Q1,2024,Q1,635.8,EGP,Medium,True,13.6,SRC-476
Agriculture,Crops,Wheat,Export Volume,Alexandria,Smouha,2024-Q1,2024,Q1,10397.02,Units,High,False,7.9,
Agriculture,Crops,Cotton,Long Staple Price,Alexandria,Smouha,2024-Q1,2024,Q1,3680.13,EGP,Low,True,23.6,SRC-456
Agriculture,Crops,Cotton,Short Staple Price,Alexandria,Smouha,2024-Q1,2024,Q1,4403.19,EGP,Medium,False,-3.6,SRC-457
Agriculture,Crops,Rice,Yield per Feddan,Alexandria,Smouha,2024-Q1,2024,Q1,272.5,Units,High,True,16.6,
Agriculture,Crops,Rice,Market Price (Ton),Alexandria,Smouha,2024-Q1,2024,Q1,1910.48,EGP,High,False,-4.9,SRC-952
Agriculture,Livestock,Cattle,Head Count,Alexandria,Smouha,2024-Q1,2024,Q1,3191.03,Units,Medium,True,18.9,SRC-693
Agriculture,Livestock,Cattle,Milk Production,Alexandria,Smouha,2024-Q1,2024,Q1,2633.41,Units,Medium,True,-14.0,SRC-553
Agriculture,Livestock,Cattle,Meat Price,Alexandria,Smouha,2024-Q1,2024,Q1,569.96,EGP,Low,True,10.9,SRC-611
Agriculture,Livestock,Poultry,Egg Production,Alexandria,Smouha,2024-Q1,2024,Q1,3949.56,Units,High,True,-9.1,SRC-489
Agriculture,Livestock,Poultry,Meat Price,Alexandria,Smouha,2024-Q1,2024,Q1,7398.99,EGP,High,False,-4.3,
Manufacturing,Textiles,Raw Materials,Cotton Yarn Price,Alexandria,Smouha,2024-Q1,2024,Q1,4570.31,EGP,Low,True,2.8,SRC-136
Manufacturing,Textiles,Raw Materials,Synthetic Fiber Price,Alexandria,Smouha,2024-Q1,2024,Q1,2261.81,EGP,Medium,True,9.9,SRC-877
Manufacturing,Textiles,Apparel,Local Sales Volume,Alexandria,Smouha,2024-Q1,2024,Q1,26506.7,Units,High,True,-10.4,SRC-185
Manufacturing,Chemicals,Fertilizers,Nitrogen Price,Alexandria,Smouha,2024-Q1,2024,Q1,953.84,EGP,Low,True,1.1,SRC-419
Manufacturing,Chemicals,Fertilizers,Phosphate Price,Alexandria,Smouha,2024-Q1,2024,Q1,6985.85,EGP,High,False,13.4,SRC-133
Manufacturing,Chemicals,Fertilizers,Production Volume,Alexandria,Smouha,2024-Q1,2024,Q1,17914.55,Units,Medium,True,-9.6,SRC-538
Manufacturing,Chemicals,Plastics,Polyethylene Price,Alexandria,Smouha,2024-Q1,2024,Q1,6369.95,EGP,Low,True,22.7,SRC-626
Manufacturing,Chemicals,Plastics,Polypropylene Price,Alexandria,Smouha,2024-Q1,2024,Q1,1255.11,EGP,Low,True,14.7,SRC-788
Real Estate,Residential,Rental,Avg Rent (Sqm),Alexandria,Smouha,2024-Q1,2024,Q1,197.15,EGP,Medium,False,-5.2,
Real Estate,Residential,Rental,Occupancy Rate,Alexandria,Smouha,2024-Q1,2024,Q1,2063.42,Units,Medium,True,8.1,SRC-292
Real Estate,Residential,Sales,Avg Price (Sqm),Alexandria,Smouha,2024-Q1,2024,Q1,3409.17,EGP,High,True,19.7,SRC-563
Real Estate,Residential,Sales,Sales Volume,Alexandria,Smouha,2024-Q1,2024,Q1,44265.03,Units,High,False,14.7,SRC-623
Real Estate,Commercial,Retail,Avg Rent (Sqm),Alexandria,Smouha,2024-Q1,2024,Q1,1690.04,EGP,Low,True,-8.5,SRC-776
Real Estate,Commercial,Retail,Foot Traffic Score,Alexandria,Smouha,2024-Q1,2024,Q1,827.98,Units,High,False,11.6,SRC-222
Real Estate,Commercial,Office,Avg Rent (Sqm),Alexandria,Smouha,2024-Q1,2024,Q1,2655.8,EGP,Medium,False,-13.8,SRC-776
Real Estate,Commercial,Office,Vacancy Rate,Alexandria,Smouha,2024-Q1,2024,Q1,3864.87,Units,Low,False,21.6,SRC-121
Agriculture,Crops,Wheat,Yield per Feddan,Alexandria,Smouha,2024-Q2,2024,Q2,3463.35,Units,High,False,-10.9,SRC-911
Agriculture,Crops,Wheat,Market Price (Ton),Alexandria,Smouha,2024-Q2,2024,Q2,5934.91,EGP,Medium,True,6.1,SRC-137
Agriculture,Crops,Wheat,Export Volume,Alexandria,Smouha,2024-Q2,2024,Q2,40303.05,Units,Medium,False,24.7,SRC-922
Agriculture,Crops,Cotton,Short Staple Price,Alexandria,Smouha,2024-Q2,2024,Q2,3383.4,EGP,Low,False,17.2,
Agriculture,Crops,Cotton,Export Volume,Alexandria,Smouha,2024-Q2,2024,Q2,31257.66,Units,Low,False,-8.7,SRC-854
Agriculture,Crops,Rice,Yield per Feddan,Alexandria,Smouha,2024-Q2,2024,Q2,1094.9,Units,High,True,23.5,
Agriculture,Crops,Rice,Market Price (Ton),Alexandria,Smouha,2024-Q2,2024,Q2,3486.75,EGP,High,True,-7.3,
Agriculture,Livestock,Cattle,Head Count,Alexandria,Smouha,2024-Q2,2024,Q2,5214.48,Units,High,True,13.3,
Agriculture,Livestock,Cattle,Milk Production,Alexandria,Smouha,2024-Q2,2024,Q2,1703.52,Units,Medium,True,7.9,SRC-115
Agriculture,Livestock,Cattle,Meat Price,Alexandria,Smouha,2024-Q2,2024,Q2,3595.52,EGP,Low,True,13.0,SRC-377
Agriculture,Livestock,Poultry,Egg Production,Alexandria,Smouha,2024-Q2,2024,Q2,2191.34,Units,Medium,False,1.5,SRC-587
Agriculture,Livestock,Poultry,Meat Price,Alexandria,Smouha,2024-Q2,2024,Q2,1980.13,EGP,Medium,True,-11.9,
Manufacturing,Textiles,Raw Materials,Cotton Yarn Price,Alexandria,Smouha,2024-Q2,2024,Q2,10586.78,EGP,High,True,9.2,SRC-903
Manufacturing,Textiles,Raw Materials,Synthetic Fiber Price,Alexandria,Smouha,2024-Q2,2024,Q2,9841.62,EGP,Medium,False,1.1,SRC-369
Manufacturing,Textiles,Apparel,Export Volume,Alexandria,Smouha,2024-Q2,2024,Q2,34386.34,Units,Medium,False,13.0,
Manufacturing,Textiles,Apparel,Local Sales Volume,Alexandria,Smouha,2024-Q2,2024,Q2,11103.16,Units,Low,True,12.3,SRC-364
Manufacturing,Chemicals,Fertilizers,Nitrogen Price,Alexandria,Smouha,2024-Q2,2024,Q2,3741.94,EGP,Medium,True,15.6,
Manufacturing,Chemicals,Fertilizers,Phosphate Price,Alexandria,Smouha,2024-Q2,2024,Q2,3479.59,EGP,Low,False,8.0,
Manufacturing,Chemicals,Fertilizers,Production Volume,Alexandria,Smouha,2024-Q2,2024,Q2,1839.0,Units,Medium,True,12.9,SRC-760
Manufacturing,Chemicals,Plastics,Polyethylene Price,Alexandria,Smouha,2024-Q2,2024,Q2,7656.9,EGP,Medium,False,-2.1,SRC-936
Manufacturing,Chemicals,Plastics,Polypropylene Price,Alexandria,Smouha,2024-Q2,2024,Q2,5632.53,EGP,Low,True,-8.1,SRC-141
Real Estate,Residential,Rental,Occupancy Rate,Alexandria,Smouha,2024-Q2,2024,Q2,3511.45,Units,Medium,True,-8.3,SRC-503
Real Estate,Residential,Sales,Avg Price (Sqm),Alexandria,Smouha,2024-Q2,2024,Q2,7944.79,EGP,Medium,True,4.2,SRC-124
Real Estate,Residential,Sales,Sales Volume,Alexandria,Smouha,2024-Q2,2024,Q2,51283.46,Units,Medium,False,22.1,SRC-578
Real Estate,Commercial,Retail,Foot Traffic Score,Alexandria,Smouha,2024-Q2,2024,Q2,2361.66,Units,Medium,False,20.8,
Real Estate,Commercial,Office,Vacancy Rate,Alexandria,Smouha,2024-Q2,2024,Q2,2707.46,Units,Low,False,3.1,SRC-897
Agriculture,Crops,Wheat,Yield per Feddan,Alexandria,Smouha,2024-Q3,2024,Q3,544.11,Units,Low,False,3.9,SRC-716
Agriculture,Crops,Wheat,Market Price (Ton),Alexandria,Smouha,2024-Q3,2024,Q3,6878.33,EGP,Low,False,-5.7,
Agriculture,Crops,Wheat,Export Volume,Alexandria,Smouha,2024-Q3,2024,Q3,28731.37,Units,Medium,False,15.5,SRC-422
Agriculture,Crops,Cotton,Long Staple Price,Alexandria,Smouha,2024-Q3,2024,Q3,6764.54,EGP,Medium,False,12.3,SRC-522
Agriculture,Crops,Cotton,Short Staple Price,Alexandria,Smouha,2024-Q3,2024,Q3,8652.64,EGP,Medium,False,17.5,
Agriculture,Crops,Cotton,Export Volume,Alexandria,Smouha,2024-Q3,2024,Q3,2203.89,Units,High,False,-2.9,SRC-261
Agriculture,Crops,Rice,Yield per Feddan,Alexandria,Smouha,2024-Q3,2024,Q3,2898.85,Units,High,False,8.5,SRC-489
Agriculture,Crops,Rice,Market Price (Ton),Alexandria,Smouha,2024-Q3,2024,Q3,1150.71,EGP,Medium,True,3.9,SRC-759
Agriculture,Livestock,Cattle,Head Count,Alexandria,Smouha,2024-Q3,2024,Q3,662.03,Units,High,False,17.8,SRC-574
Agriculture,Livestock,Cattle,Milk Production,Alexandria,Smouha,2024-Q3,2024,Q3,4632.61,Units,Medium,False,-0.2,
Agriculture,Livestock,Cattle,Meat Price,Alexandria,Smouha,2024-Q3,2024,Q3,988.98,EGP,Low,True,0.2,
Agriculture,Livestock,Poultry,Egg Production,Alexandria,Smouha,2024-Q3,2024,Q3,334.7,Units,High,False,20.8,SRC-703
Agriculture,Livestock,Poultry,Meat Price,Alexandria,Smouha,2024-Q3,2024,Q3,6566.74,EGP,Medium,False,13.1,
Manufacturing,Textiles,Raw Materials,Cotton Yarn Price,Alexandria,Smouha,2024-Q3,2024,Q3,5962.63,EGP,Medium,True,-11.7,SRC-916
